Sample	Celltype	Chromosome	Strand	Start	End	EF
FS185_nucl	CD4T	chr1	-	205000000	207500000	1.337861522999674
FS185_nucl	CD4T	chr1	-	225000000	227500000	1.2997458100937003
FS185_nucl	CD4T	chr1	-	227500000	230000000	1.5150995880124498
FS185_nucl	CD4T	chr1	-	230000000	232500000	1.2692532397689216
FS185_nucl	CD4T	chr1	-	235000000	237500000	1.2635358828330254
FS185_nucl	CD4T	chr10	+	0	2500000	1.2574830170431126
FS185_nucl	CD4T	chr10	+	5000000	7500000	1.3070202268054172
FS185_nucl	CD4T	chr10	+	12500000	15000000	1.3298835543880192
FS185_nucl	CD4T	chr10	+	42500000	45000000	1.3927577052401738
FS185_nucl	CD4T	chr10	+	67500000	70000000	1.2917780084170158
FS185_nucl	CD4T	chr10	+	70000000	72500000	1.7452340054719546
FS185_nucl	CD4T	chr10	+	72500000	75000000	1.206040529982258
FS185_nucl	CD4T	chr10	+	77500000	80000000	1.5089796204517332
FS185_nucl	CD4T	chr10	+	95000000	97500000	1.307020226805416
FS185_nucl	CD4T	chr10	+	100000000	102500000	1.6633070816342983
FS185_nucl	CD4T	chr10	+	102500000	105000000	1.3451257727764205
FS185_nucl	CD4T	chr10	+	112500000	115000000	1.2193774710721093
FS185_nucl	CD4T	chr10	+	117500000	120000000	1.3241677224923687
FS185_nucl	CD4T	chr10	+	122500000	125000000	1.46325296528653
FS185_nucl	CD4T	chr10	+	125000000	127500000	1.2479566305503618
FS185_nucl	CD4T	chr10	+	127500000	130000000	1.2441460759532614
FS185_nucl	CD4T	chr10	+	130000000	132500000	1.5413693345270858
FS185_nucl	CD4T	chr10	+	132500000	133797422	1.5677047934243886
FS185_nucl	CD4T	chr10	-	0	2500000	1.2521011689612334
FS185_nucl	CD4T	chr10	-	5000000	7500000	1.2559127402518306
FS185_nucl	CD4T	chr10	-	10000000	12500000	1.200644956538169
FS185_nucl	CD4T	chr10	-	42500000	45000000	1.372165664615049
FS185_nucl	CD4T	chr10	-	67500000	70000000	1.3302383804184794
FS185_nucl	CD4T	chr10	-	70000000	72500000	1.7800037927089658
FS185_nucl	CD4T	chr10	-	77500000	80000000	1.4083755918757241
FS185_nucl	CD4T	chr10	-	95000000	97500000	1.2654416684783238
FS185_nucl	CD4T	chr10	-	97500000	100000000	1.2273259555723495
FS185_nucl	CD4T	chr10	-	100000000	102500000	1.5360632301107366
FS185_nucl	CD4T	chr10	-	102500000	105000000	1.4903243746235684
FS185_nucl	CD4T	chr10	-	117500000	120000000	1.3073689526748942
FS185_nucl	CD4T	chr10	-	122500000	125000000	1.4331508052646078
FS185_nucl	CD4T	chr10	-	125000000	127500000	1.2444780263800386
FS185_nucl	CD4T	chr10	-	127500000	130000000	1.2387606694441426
FS185_nucl	CD4T	chr10	-	130000000	132500000	1.5532153009184237
FS185_nucl	CD4T	chr10	-	132500000	133797422	1.5915570554922835
FS185_nucl	CD4T	chr11	+	0	2500000	2.326343581529746
FS185_nucl	CD4T	chr11	+	2500000	5000000	1.2993991176112143
FS185_nucl	CD4T	chr11	+	7500000	10000000	1.3565574365677215
FS185_nucl	CD4T	chr11	+	10000000	12500000	1.207945807280808
FS185_nucl	CD4T	chr11	+	17500000	20000000	1.2193774710721093
FS185_nucl	CD4T	chr11	+	42500000	45000000	1.2308091348634098
FS185_nucl	CD4T	chr11	+	45000000	47500000	1.5870959896922923
FS185_nucl	CD4T	chr11	+	60000000	62500000	1.507074343153183
FS185_nucl	CD4T	chr11	+	62500000	65000000	1.9510039537153676
FS185_nucl	CD4T	chr11	+	65000000	67500000	2.1434369608689345
FS185_nucl	CD4T	chr11	+	67500000	70000000	1.6861704092168992
FS185_nucl	CD4T	chr11	+	70000000	72500000	1.5261271161386858
FS185_nucl	CD4T	chr11	+	72500000	75000000	1.5661379394082384
FS185_nucl	CD4T	chr11	+	75000000	77500000	1.6347279221560467
FS185_nucl	CD4T	chr11	+	115000000	117500000	1.2727252354315142
FS185_nucl	CD4T	chr11	+	117500000	120000000	2.006256995373324
FS185_nucl	CD4T	chr11	+	120000000	122500000	1.240335521356161
FS185_nucl	CD4T	chr11	+	125000000	127500000	1.2860621765213653
FS185_nucl	CD4T	chr11	+	127500000	130000000	1.2022299753851577
FS185_nucl	CD4T	chr11	+	132500000	135000000	1.3527468819706212
FS185_nucl	CD4T	chr11	+	135000000	135086622	1.2097417679141464
FS185_nucl	CD4T	chr11	-	0	2500000	2.3060006308113925
FS185_nucl	CD4T	chr11	-	2500000	5000000	1.3550135938073598
FS185_nucl	CD4T	chr11	-	7500000	10000000	1.332144166063778
FS185_nucl	CD4T	chr11	-	10000000	12500000	1.206362313474065
FS185_nucl	CD4T	chr11	-	17500000	20000000	1.2864053105766093
FS185_nucl	CD4T	chr11	-	42500000	45000000	1.2559127402518304
FS185_nucl	CD4T	chr11	-	45000000	47500000	1.5017590884953607
FS185_nucl	CD4T	chr11	-	60000000	62500000	1.5989541564055902
FS185_nucl	CD4T	chr11	-	62500000	65000000	1.9343724299781548
FS185_nucl	CD4T	chr11	-	65000000	67500000	2.1211394232174245
FS185_nucl	CD4T	chr11	-	67500000	70000000	1.7495112223841864
FS185_nucl	CD4T	chr11	-	70000000	72500000	1.4922301602688672
FS185_nucl	CD4T	chr11	-	72500000	75000000	1.4712665181705809
FS185_nucl	CD4T	chr11	-	75000000	77500000	1.5837078712432036
FS185_nucl	CD4T	chr11	-	115000000	117500000	1.3111805239654921
FS185_nucl	CD4T	chr11	-	117500000	120000000	1.8028732204525504
FS185_nucl	CD4T	chr11	-	120000000	122500000	1.2825937392860123
FS185_nucl	CD4T	chr11	-	125000000	127500000	1.2749705967048175
FS185_nucl	CD4T	chr11	-	130000000	132500000	1.2730648110595189
FS185_nucl	CD4T	chr11	-	132500000	135000000	1.2883110962219084
FS185_nucl	CD4T	chr12	+	0	2500000	1.3603679911648219
FS185_nucl	CD4T	chr12	+	2500000	5000000	1.497547956660434
FS185_nucl	CD4T	chr12	+	5000000	7500000	1.7109390140980494
FS185_nucl	CD4T	chr12	+	47500000	50000000	1.669022913529948
FS185_nucl	CD4T	chr12	+	50000000	52500000	1.5146954523473852
FS185_nucl	CD4T	chr12	+	52500000	55000000	1.596622376185041
FS185_nucl	CD4T	chr12	+	55000000	57500000	1.5413693345270858
FS185_nucl	CD4T	chr12	+	107500000	110000000	1.5680432167067901
FS185_nucl	CD4T	chr12	+	110000000	112500000	1.562327384811139
FS185_nucl	CD4T	chr12	+	112500000	115000000	1.4746846290778315
FS185_nucl	CD4T	chr12	+	115000000	117500000	1.3679891003590217
FS185_nucl	CD4T	chr12	+	117500000	120000000	1.2365249667590608
FS185_nucl	CD4T	chr12	+	120000000	122500000	1.7890553833386087
FS185_nucl	CD4T	chr12	+	122500000	125000000	1.846213702295112
FS185_nucl	CD4T	chr12	+	130000000	132500000	1.6918862411125495
FS185_nucl	CD4T	chr12	+	132500000	133275309	1.6326424141469595
FS185_nucl	CD4T	chr12	-	0	2500000	1.509382231076555
FS185_nucl	CD4T	chr12	-	2500000	5000000	1.566555800435515
FS185_nucl	CD4T	chr12	-	5000000	7500000	1.6408814406021617
FS185_nucl	CD4T	chr12	-	47500000	50000000	1.6561277257645521
FS185_nucl	CD4T	chr12	-	50000000	52500000	1.5741789430167095
FS185_nucl	CD4T	chr12	-	52500000	55000000	1.6980550099611236
FS185_nucl	CD4T	chr12	-	55000000	57500000	1.5036648741406582
FS185_nucl	CD4T	chr12	-	65000000	67500000	1.2368548837988418
FS185_nucl	CD4T	chr12	-	107500000	110000000	1.5036648741406586
FS185_nucl	CD4T	chr12	-	110000000	112500000	1.6103888702773852
FS185_nucl	CD4T	chr12	-	112500000	115000000	1.473172303815879
FS185_nucl	CD4T	chr12	-	115000000	117500000	1.326426809127882
FS185_nucl	CD4T	chr12	-	117500000	120000000	1.2978400244484019
FS185_nucl	CD4T	chr12	-	120000000	122500000	1.8104963630337454
FS185_nucl	CD4T	chr12	-	122500000	125000000	1.7456996510935903
FS185_nucl	CD4T	chr12	-	130000000	132500000	1.7113955094782127
FS185_nucl	CD4T	chr12	-	132500000	133275309	1.5308877756105415
FS185_nucl	CD4T	chr13	+	97500000	100000000	1.3260729997909189
FS185_nucl	CD4T	chr13	+	110000000	112500000	1.2670094035358634
FS185_nucl	CD4T	chr13	+	112500000	114364328	1.7006809904125084
FS185_nucl	CD4T	chr13	-	20000000	22500000	1.2216085986364544
FS185_nucl	CD4T	chr13	-	97500000	100000000	1.2768763823501161
FS185_nucl	CD4T	chr13	-	110000000	112500000	1.2177970273458572
FS185_nucl	CD4T	chr13	-	112500000	114364328	1.5564956890193211
FS185_nucl	CD4T	chr14	+	22500000	25000000	1.554706275616938
FS185_nucl	CD4T	chr14	+	67500000	70000000	1.3889471506430742
FS185_nucl	CD4T	chr14	+	72500000	75000000	1.5242218388401365
FS185_nucl	CD4T	chr14	+	75000000	77500000	1.543274611825638
FS185_nucl	CD4T	chr14	+	87500000	90000000	1.240335521356161
FS185_nucl	CD4T	chr14	+	90000000	92500000	1.3432204954778704
FS185_nucl	CD4T	chr14	+	92500000	95000000	1.6194857037676447
FS185_nucl	CD4T	chr14	+	95000000	97500000	1.3013043949097667
FS185_nucl	CD4T	chr14	+	97500000	100000000	1.394662982538724
FS185_nucl	CD4T	chr14	+	100000000	102500000	1.853834811489314
FS185_nucl	CD4T	chr14	+	102500000	105000000	1.8786034163704646
FS185_nucl	CD4T	chr14	-	22500000	25000000	1.5798962999526052
FS185_nucl	CD4T	chr14	-	67500000	70000000	1.4007524492945307
FS185_nucl	CD4T	chr14	-	72500000	75000000	1.4788896607517765
FS185_nucl	CD4T	chr14	-	75000000	77500000	1.5837078712432038
FS185_nucl	CD4T	chr14	-	90000000	92500000	1.4102813775210241
FS185_nucl	CD4T	chr14	-	92500000	95000000	1.499853302850062
FS185_nucl	CD4T	chr14	-	95000000	97500000	1.3454846655808688
FS185_nucl	CD4T	chr14	-	97500000	100000000	1.3969408780039325
FS185_nucl	CD4T	chr14	-	100000000	102500000	1.7037723668970197
FS185_nucl	CD4T	chr14	-	102500000	105000000	1.9724881428841303
FS185_nucl	CD4T	chr15	+	40000000	42500000	1.6499701405444476
FS185_nucl	CD4T	chr15	+	62500000	65000000	1.4137157555242266
FS185_nucl	CD4T	chr15	+	65000000	67500000	1.5375587799299877
FS185_nucl	CD4T	chr15	+	67500000	70000000	1.3698943776575727
FS185_nucl	CD4T	chr15	+	70000000	72500000	1.2479566305503618
FS185_nucl	CD4T	chr15	+	72500000	75000000	1.6232962583647428
FS185_nucl	CD4T	chr15	+	75000000	77500000	1.3375046635822199
FS185_nucl	CD4T	chr15	+	77500000	80000000	1.4442001923010284
FS185_nucl	CD4T	chr15	+	87500000	90000000	1.4003788144343754
FS185_nucl	CD4T	chr15	+	90000000	92500000	1.4480107468981291
FS185_nucl	CD4T	chr15	+	100000000	101991189	1.3855981745477228
FS185_nucl	CD4T	chr15	-	40000000	42500000	1.861952575456807
FS185_nucl	CD4T	chr15	-	42500000	45000000	1.2025507421834676
FS185_nucl	CD4T	chr15	-	62500000	65000000	1.4827012320423738
FS185_nucl	CD4T	chr15	-	65000000	67500000	1.4731723038158804
FS185_nucl	CD4T	chr15	-	67500000	70000000	1.320709452191986
FS185_nucl	CD4T	chr15	-	70000000	72500000	1.2330433125082467
FS185_nucl	CD4T	chr15	-	72500000	75000000	1.654221940119252
FS185_nucl	CD4T	chr15	-	75000000	77500000	1.2921226675125055
FS185_nucl	CD4T	chr15	-	77500000	80000000	1.9248435017516599
FS185_nucl	CD4T	chr15	-	87500000	90000000	1.3721656646150504
FS185_nucl	CD4T	chr15	-	90000000	92500000	1.5093822310765541
FS185_nucl	CD4T	chr15	-	100000000	101991189	1.2352889880078644
FS185_nucl	CD4T	chr16	+	0	2500000	2.5111554794891098
FS185_nucl	CD4T	chr16	+	2500000	5000000	2.0157833818660755
FS185_nucl	CD4T	chr16	+	10000000	12500000	1.5775696031995405
FS185_nucl	CD4T	chr16	+	22500000	25000000	1.430863251211178
FS185_nucl	CD4T	chr16	+	25000000	27500000	1.2612935716402127
FS185_nucl	CD4T	chr16	+	27500000	30000000	1.4518213014952295
FS185_nucl	CD4T	chr16	+	30000000	32500000	1.5204112842430324
FS185_nucl	CD4T	chr16	+	47500000	50000000	1.2651041262373126
FS185_nucl	CD4T	chr16	+	50000000	52500000	1.22890385756486
FS185_nucl	CD4T	chr16	+	55000000	57500000	1.4079999236285758
FS185_nucl	CD4T	chr16	+	57500000	60000000	1.2974938403126632
FS185_nucl	CD4T	chr16	+	65000000	67500000	1.514695452347384
FS185_nucl	CD4T	chr16	+	67500000	70000000	1.6995073503067484
FS185_nucl	CD4T	chr16	+	70000000	72500000	1.2308091348634103
FS185_nucl	CD4T	chr16	+	80000000	82500000	1.3832313187474234
FS185_nucl	CD4T	chr16	+	82500000	85000000	1.3832313187474239
FS185_nucl	CD4T	chr16	+	85000000	87500000	1.979583113193622
FS185_nucl	CD4T	chr16	+	87500000	90000000	2.269185262573243
FS185_nucl	CD4T	chr16	-	0	2500000	2.4927676240506598
FS185_nucl	CD4T	chr16	-	2500000	5000000	2.1916534920934745
FS185_nucl	CD4T	chr16	-	10000000	12500000	1.6313525123756705
FS185_nucl	CD4T	chr16	-	22500000	25000000	1.3397673086449726
FS185_nucl	CD4T	chr16	-	25000000	27500000	1.3550135938073613
FS185_nucl	CD4T	chr16	-	27500000	30000000	1.4464913047816987
FS185_nucl	CD4T	chr16	-	30000000	32500000	1.5455921583372247
FS185_nucl	CD4T	chr16	-	47500000	50000000	1.3836003784868425
FS185_nucl	CD4T	chr16	-	50000000	52500000	1.2349490981535454
FS185_nucl	CD4T	chr16	-	55000000	57500000	1.4827012320423727
FS185_nucl	CD4T	chr16	-	65000000	67500000	1.4731723038158795
FS185_nucl	CD4T	chr16	-	67500000	70000000	1.738076508512394
FS185_nucl	CD4T	chr16	-	77500000	80000000	1.2044565278287664
FS185_nucl	CD4T	chr16	-	80000000	82500000	1.2692532397689216
FS185_nucl	CD4T	chr16	-	82500000	85000000	1.3778830215509452
FS185_nucl	CD4T	chr16	-	85000000	87500000	1.8238368625508348
FS185_nucl	CD4T	chr16	-	87500000	90000000	2.163066707413995
FS185_nucl	CD4T	chr17	+	0	2500000	1.7966764925328083
FS185_nucl	CD4T	chr17	+	2500000	5000000	1.9186142396400154
FS185_nucl	CD4T	chr17	+	5000000	7500000	1.8176345428168594
FS185_nucl	CD4T	chr17	+	7500000	10000000	1.7852448287415073
FS185_nucl	CD4T	chr17	+	15000000	17500000	1.2631988489387627
FS185_nucl	CD4T	chr17	+	17500000	20000000	1.4670635198836293
FS185_nucl	CD4T	chr17	+	27500000	30000000	1.529937670735786
FS185_nucl	CD4T	chr17	+	30000000	32500000	1.3108307814025175
FS185_nucl	CD4T	chr17	+	32500000	35000000	1.316546613298168
FS185_nucl	CD4T	chr17	+	35000000	37500000	1.34703105007497
FS185_nucl	CD4T	chr17	+	37500000	40000000	1.5604221075125868
FS185_nucl	CD4T	chr17	+	40000000	42500000	1.7414234508748514
FS185_nucl	CD4T	chr17	+	42500000	45000000	1.8976561893559662
FS185_nucl	CD4T	chr17	+	45000000	47500000	1.2498619078489117
FS185_nucl	CD4T	chr17	+	47500000	50000000	1.6652123589328476
FS185_nucl	CD4T	chr17	+	50000000	52500000	1.528032393437234
FS185_nucl	CD4T	chr17	+	57500000	60000000	1.407999923628576
FS185_nucl	CD4T	chr17	+	62500000	65000000	1.3889471506430744
FS185_nucl	CD4T	chr17	+	65000000	67500000	1.3127360587010677
FS185_nucl	CD4T	chr17	+	72500000	75000000	1.811918710921209
FS185_nucl	CD4T	chr17	+	75000000	77500000	2.097710305703731
FS185_nucl	CD4T	chr17	+	77500000	80000000	2.1034261375993815
FS185_nucl	CD4T	chr17	+	80000000	82500000	2.295859144752945
FS185_nucl	CD4T	chr17	+	82500000	83257441	1.790628289323041
FS185_nucl	CD4T	chr17	-	0	2500000	1.7952500778713536
FS185_nucl	CD4T	chr17	-	2500000	5000000	1.78572114964486
FS185_nucl	CD4T	chr17	-	5000000	7500000	1.6980550099611222
FS185_nucl	CD4T	chr17	-	7500000	10000000	1.7113955094782132
FS185_nucl	CD4T	chr17	-	10000000	12500000	1.2082680991193637
FS185_nucl	CD4T	chr17	-	15000000	17500000	1.3054631670295955
FS185_nucl	CD4T	chr17	-	17500000	20000000	1.5532153009184229
FS185_nucl	CD4T	chr17	-	27500000	30000000	1.5074764454312566
FS185_nucl	CD4T	chr17	-	30000000	32500000	1.290216881867207
FS185_nucl	CD4T	chr17	-	32500000	35000000	1.2883110962219084
FS185_nucl	CD4T	chr17	-	35000000	37500000	1.3664483076791525
FS185_nucl	CD4T	chr17	-	37500000	40000000	1.5779905143073047
FS185_nucl	CD4T	chr17	-	40000000	42500000	1.6885260817346275
FS185_nucl	CD4T	chr17	-	42500000	45000000	1.7723806501277715
FS185_nucl	CD4T	chr17	-	45000000	47500000	1.3626367363885554
FS185_nucl	CD4T	chr17	-	47500000	50000000	1.8162137199696406
FS185_nucl	CD4T	chr17	-	50000000	52500000	1.3473904512261656
FS185_nucl	CD4T	chr17	-	57500000	60000000	1.4350565909099067
FS185_nucl	CD4T	chr17	-	62500000	65000000	1.3588251650979595
FS185_nucl	CD4T	chr17	-	65000000	67500000	1.278782167995415
FS185_nucl	CD4T	chr17	-	72500000	75000000	1.7399822941576937
FS185_nucl	CD4T	chr17	-	75000000	77500000	2.187841920802877
FS185_nucl	CD4T	chr17	-	77500000	80000000	2.1478204222516055
FS185_nucl	CD4T	chr17	-	80000000	82500000	2.445122982918194
FS185_nucl	CD4T	chr17	-	82500000	83257441	1.8969436418995835
FS185_nucl	CD4T	chr18	+	22500000	25000000	1.207945807280808
FS185_nucl	CD4T	chr18	+	45000000	47500000	1.2327144121619604
FS185_nucl	CD4T	chr18	+	47500000	50000000	1.4327685285097282
FS185_nucl	CD4T	chr18	+	77500000	80000000	1.4270526966140773
FS185_nucl	CD4T	chr18	-	35000000	37500000	1.2139854560552599
FS185_nucl	CD4T	chr18	-	45000000	47500000	1.2025507421834676
FS185_nucl	CD4T	chr18	-	47500000	50000000	1.482701232042372
FS185_nucl	CD4T	chr18	-	57500000	60000000	1.2463838120253374
FS185_nucl	CD4T	chr18	-	75000000	77500000	1.2082680991193637
FS185_nucl	CD4T	chr18	-	77500000	80000000	1.314992095256089
FS185_nucl	CD4T	chr19	+	0	2500000	2.4368496648456524
FS185_nucl	CD4T	chr19	+	2500000	5000000	2.5321135297731616
FS185_nucl	CD4T	chr19	+	5000000	7500000	2.0462678186428773
FS185_nucl	CD4T	chr19	+	7500000	10000000	1.7947712152342572
FS185_nucl	CD4T	chr19	+	10000000	12500000	1.9014667439530648
FS185_nucl	CD4T	chr19	+	12500000	15000000	2.061510037031277
FS185_nucl	CD4T	chr19	+	15000000	17500000	1.9014667439530661
FS185_nucl	CD4T	chr19	+	17500000	20000000	2.1967847252283375
FS185_nucl	CD4T	chr19	+	27500000	30000000	1.3127360587010668
FS185_nucl	CD4T	chr19	+	30000000	32500000	1.2803463446257146
FS185_nucl	CD4T	chr19	+	32500000	35000000	1.589001266990841
FS185_nucl	CD4T	chr19	+	35000000	37500000	1.7109390140980483
FS185_nucl	CD4T	chr19	+	37500000	40000000	1.9071825758487144
FS185_nucl	CD4T	chr19	+	40000000	42500000	2.0786575327182297
FS185_nucl	CD4T	chr19	+	42500000	45000000	1.4079999236285743
FS185_nucl	CD4T	chr19	+	45000000	47500000	2.198690002526887
FS185_nucl	CD4T	chr19	+	47500000	50000000	2.242511380393541
FS185_nucl	CD4T	chr19	+	50000000	52500000	1.8557400887878608
FS185_nucl	CD4T	chr19	+	52500000	55000000	1.4861162928691323
FS185_nucl	CD4T	chr19	+	55000000	57500000	1.6918862411125484
FS185_nucl	CD4T	chr19	+	57500000	58617616	1.774471238553937
FS185_nucl	CD4T	chr19	-	0	2500000	2.5061081235677483
FS185_nucl	CD4T	chr19	-	2500000	5000000	2.4794271245335695
FS185_nucl	CD4T	chr19	-	5000000	7500000	2.1192336375721252
FS185_nucl	CD4T	chr19	-	7500000	10000000	1.8238368625508332
FS185_nucl	CD4T	chr19	-	10000000	12500000	2.0182269983712953
FS185_nucl	CD4T	chr19	-	12500000	15000000	2.077306353375555
FS185_nucl	CD4T	chr19	-	15000000	17500000	2.0258501409524916
FS185_nucl	CD4T	chr19	-	17500000	20000000	2.2888485600037054
FS185_nucl	CD4T	chr19	-	27500000	30000000	1.2844995249313107
FS185_nucl	CD4T	chr19	-	30000000	32500000	1.278782167995415
FS185_nucl	CD4T	chr19	-	32500000	35000000	1.6542219401192537
FS185_nucl	CD4T	chr19	-	35000000	37500000	1.7666632931918709
FS185_nucl	CD4T	chr19	-	37500000	40000000	1.8371773620679235
FS185_nucl	CD4T	chr19	-	40000000	42500000	1.9572418577217405
FS185_nucl	CD4T	chr19	-	42500000	45000000	1.4331508052646071
FS185_nucl	CD4T	chr19	-	45000000	47500000	2.22595763370885
FS185_nucl	CD4T	chr19	-	47500000	50000000	2.2926601312943022
FS185_nucl	CD4T	chr19	-	50000000	52500000	1.6923376530252265
FS185_nucl	CD4T	chr19	-	52500000	55000000	1.4217160913928153
FS185_nucl	CD4T	chr19	-	55000000	57500000	1.692337653025224
FS185_nucl	CD4T	chr19	-	57500000	58617616	1.589892579050625
FS185_nucl	CD4T	chr2	+	0	2500000	1.2308091348634103
FS185_nucl	CD4T	chr2	+	2500000	5000000	1.206040529982258
FS185_nucl	CD4T	chr2	+	7500000	10000000	1.4118104782256764
FS185_nucl	CD4T	chr2	+	10000000	12500000	1.449916024196679
FS185_nucl	CD4T	chr2	+	22500000	25000000	1.2612935716402132
FS185_nucl	CD4T	chr2	+	25000000	27500000	1.7490445600690543
FS185_nucl	CD4T	chr2	+	27500000	30000000	1.4137157555242266
FS185_nucl	CD4T	chr2	+	30000000	32500000	1.2193774710721093
FS185_nucl	CD4T	chr2	+	42500000	45000000	1.354652159269171
FS185_nucl	CD4T	chr2	+	45000000	47500000	1.3355993862836697
FS185_nucl	CD4T	chr2	+	60000000	62500000	1.238430244057611
FS185_nucl	CD4T	chr2	+	70000000	72500000	1.4251474193155276
FS185_nucl	CD4T	chr2	+	72500000	75000000	1.5032637885560842
FS185_nucl	CD4T	chr2	+	95000000	97500000	1.3070202268054143
FS185_nucl	CD4T	chr2	+	100000000	102500000	1.3432204954778704
FS185_nucl	CD4T	chr2	+	117500000	120000000	1.2822516219242648
FS185_nucl	CD4T	chr2	+	120000000	122500000	1.5108848977502842
FS185_nucl	CD4T	chr2	+	127500000	130000000	1.3527468819706212
FS185_nucl	CD4T	chr2	+	200000000	202500000	1.22699858026631
FS185_nucl	CD4T	chr2	+	217500000	220000000	1.6823598546197993
FS185_nucl	CD4T	chr2	+	230000000	232500000	1.440389637703929
FS185_nucl	CD4T	chr2	+	232500000	235000000	1.4727793517792818
FS185_nucl	CD4T	chr2	+	235000000	237500000	1.3184518905967182
FS185_nucl	CD4T	chr2	+	237500000	240000000	1.8214450974139602
FS185_nucl	CD4T	chr2	+	240000000	242193529	1.7936711440028634
FS185_nucl	CD4T	chr2	-	0	2500000	1.2368548837988438
