Name	Chromosome	Strand	Start	End	Sample_count	EF_mean	EF_median	Sample
REZchr12-1F	chr12	+	0.0	5000000	24	1.3811396099783433	1.3815491563741866	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr12-2F	chr12	+	50000000.0	55000000	26	1.4792223144013226	1.457114470041585	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr12-3F	chr12	+	110000000.0	115000000	25	1.4368550529529953	1.451921746767785	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr12-4F	chr12	+	115000000.0	120000000	24	1.3404748118532772	1.3046064021682537	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr12-5F	chr12	+	120000000.0	125000000	26	1.8333364057362087	1.8202016304390707	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr14-1F	chr14	+	90000000.0	95000000	24	1.3505784890318286	1.3294140586368703	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS393_nucl
REZchr14-2F	chr14	+	100000000.0	105000000	25	1.6174927966458095	1.5425541612119362	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr15-1F	chr15	+	65000000.0	70000000	25	1.5720808096262828	1.5992937020355968	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr15-2F	chr15	+	70000000.0	75000000	25	1.583911204051494	1.6397321277677843	FS185_nucl,FS186_nucl,FS187_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr15-3F	chr15	+	75000000.0	80000000	24	1.5909669973308438	1.6481884404055243	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr16-1F	chr16	+	0.0	5000000	26	2.079606578098423	1.9985647275246912	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr16-2F	chr16	+	65000000.0	70000000	24	1.4846373878238184	1.4601519775903637	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr16-3F	chr16	+	80000000.0	85000000	24	1.34921516310712	1.371386238146136	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS392_nucl,FS393_nucl
REZchr16-4F	chr16	+	85000000.0	90000000	25	1.913654225304506	1.8550411023226352	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-1F	chr17	+	0.0	5000000	25	1.760257028837777	1.7642052694934107	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-2F	chr17	+	5000000.0	10000000	25	1.5907617794077669	1.5881041391794772	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-3F	chr17	+	35000000.0	40000000	24	1.3635155665214775	1.3154112233865733	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-4F	chr17	+	40000000.0	45000000	25	1.691809710695461	1.648931251304752	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-5F	chr17	+	45000000.0	50000000	24	1.449058879332341	1.4547621729656757	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-6F	chr17	+	70000000.0	75000000	24	1.3742794365822941	1.3578375307765522	FS185_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-7F	chr17	+	75000000.0	80000000	25	1.977964972303148	1.9251876456788257	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr17-8F	chr17	+	80000000.0	83257441	25	2.0890926535254706	2.0137697868595286	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-1F	chr19	+	0.0	5000000	26	2.1364549714620478	2.009103743282804	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-2F	chr19	+	5000000.0	10000000	26	1.6739473600957349	1.7023976103207037	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-3F	chr19	+	10000000.0	15000000	26	1.7159385684930415	1.7397230284054666	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-4F	chr19	+	15000000.0	20000000	26	1.8154668997639543	1.7751573102504634	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-5F	chr19	+	35000000.0	40000000	26	1.4834570964537017	1.4898983048181682	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-6F	chr19	+	40000000.0	45000000	25	1.5284585961865673	1.503450244920345	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-7F	chr19	+	45000000.0	50000000	26	1.8664164260491962	1.928028548664377	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr19-8F	chr19	+	55000000.0	58617616	24	1.5344992279995555	1.4707605760395248	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr2-1F	chr2	+	25000000.0	30000000	26	1.403314359396288	1.3902690230299575	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr2-2F	chr2	+	70000000.0	75000000	24	1.3563373745784453	1.3547901636863195	FS185_nucl,FS186_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr2-3F	chr2	+	215000000.0	220000000	24	1.3556516110270724	1.3613026872892315	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr2-4F	chr2	+	240000000.0	242193529	24	1.7705013433747727	1.7687435878577977	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr20-1F	chr20	+	60000000.0	64444167	25	1.6225257110683255	1.5722634408186305	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr21-1F	chr21	+	45000000.0	46709983	24	1.6309623715271675	1.538393540138194	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr22-1F	chr22	+	25000000.0	30000000	25	1.5604736500136565	1.5983264665187216	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr22-2F	chr22	+	30000000.0	35000000	25	1.5085957630006366	1.5036123463711537	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr22-3F	chr22	+	35000000.0	40000000	25	2.0705805482342985	1.935041050045436	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr22-4F	chr22	+	40000000.0	45000000	26	1.9133953508225106	1.8761257425407365	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr22-5F	chr22	+	45000000.0	50000000	25	1.8656337830223126	1.8468882110519207	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr22-6F	chr22	+	50000000.0	50818468	24	2.3445338793218746	2.183031878656208	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr3-1F	chr3	+	10000000.0	15000000	25	1.6868266740266498	1.5675454697601634	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr3-2F	chr3	+	45000000.0	50000000	26	1.737276485200519	1.6086924698203977	FS185_nucl,FS186_nucl,FS187_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr3-3F	chr3	+	50000000.0	55000000	25	1.646148241616026	1.4914769137741477	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
REZchr5-1F	chr5	+	170000000.0	175000000	25	1.7373438790962965	1.7439535324446531	FS185_nucl,FS186_nucl,FS188_nucl,FS189_nucl,FS197_nucl,FS198_nucl,FS199_nucl,FS201_nucl,FS203_nucl,FS300_nucl,FS301_nucl,FS303_nucl,FS305_nucl,FS306_nucl,FS307_nucl,FS309_nucl,FS310_nucl,FS326_nucl,FS327_nucl,FS329_nucl,FS331_nucl,FS333_nucl,FS391_nucl,FS392_nucl,FS393_nucl
